Date,2222.SR
2026-05-11,27.297225952148438
2026-05-12,27.474994659423828
2026-05-13,27.573755264282227
2026-05-14,27.356483459472656
2026-05-17,27.43549156188965
2026-05-18,27.43549156188965
2026-05-19,27.613258361816406
2026-05-20,27.51449966430664
2026-05-21,27.55400276184082
2026-05-24,27.55400276184082
2026-05-25,27.55400276184082
2026-05-26,27.55400276184082
2026-05-27,27.55400276184082
2026-05-28,27.55400276184082
2026-05-31,27.198467254638672
2026-06-01,27.020700454711914
2026-06-02,27.3799991607666
2026-06-03,27.260000228881836
2026-06-04,27.15999984741211
2026-06-07,27.0
2026-06-08,27.15999984741211
